Jahr,Altersgruppe,Woche,Tote
2003,50-55,18,477
2003,50-55,19,458
2003,50-55,20,477
2003,50-55,21,461
2003,50-55,22,460
2003,50-55,23,473
2003,50-55,24,440
2003,50-55,25,452
2003,50-55,26,451
2003,50-55,27,452
2003,50-55,28,475
2003,50-55,29,478
2003,50-55,30,425
2003,50-55,31,467
2003,50-55,32,475
2003,50-55,33,488
2003,50-55,34,451
2003,50-55,35,477
2003,50-55,36,448
2003,50-55,37,473
2003,50-55,38,430
2003,50-55,39,453
2003,50-55,40,479
2003,50-55,41,439
2003,50-55,42,454
2003,50-55,43,465
2003,50-55,44,447
2003,50-55,45,448
2003,50-55,46,448
2003,50-55,47,441
2003,50-55,48,462
2003,50-55,49,494
2003,50-55,50,478
2003,50-55,51,478
2003,50-55,52,X
2003,50-55,53,
2003,55-60,1,584
2003,55-60,2,587
2003,55-60,3,598
2003,55-60,4,582
2003,55-60,5,613
2003,55-60,6,586
2003,55-60,7,594
2003,55-60,8,646
2003,55-60,9,629
2003,55-60,10,644
2003,55-60,11,637
2003,55-60,12,605
2003,55-60,13,587
2003,55-60,14,545
2003,55-60,15,571
2003,55-60,16,538
2003,55-60,17,552
2003,55-60,18,549
2003,55-60,19,558
2003,55-60,20,548
2003,55-60,21,545
2003,55-60,22,579
2003,55-60,23,563
2003,55-60,24,535
2003,55-60,25,580
2003,55-60,26,547
2003,55-60,27,546
2003,55-60,28,616
2003,55-60,29,543
2003,55-60,30,548
2003,55-60,31,600
2003,55-60,32,597
2003,55-60,33,550
2003,55-60,34,463
2003,55-60,35,569
2003,55-60,36,561
2003,55-60,37,535
2003,55-60,38,551
2003,55-60,39,488
2003,55-60,40,553
2003,55-60,41,555
2003,55-60,42,584
2003,55-60,43,588
2003,55-60,44,502
2003,55-60,45,572
2003,55-60,46,581
2003,55-60,47,528
2003,55-60,48,553
2003,55-60,49,543
2003,55-60,50,572
2003,55-60,51,573
2003,55-60,52,X
2003,55-60,53,
2003,60-65,1,1186
2003,60-65,2,1144
2003,60-65,3,1093
2003,60-65,4,1063
2003,60-65,5,1095
2003,60-65,6,1116
2003,60-65,7,1199
2003,60-65,8,1208
2003,60-65,9,1234
2003,60-65,10,1197
2003,60-65,11,1153
2003,60-65,12,1107
2003,60-65,13,1133
2003,60-65,14,1131
2003,60-65,15,1062
2003,60-65,16,1047
2003,60-65,17,1029
2003,60-65,18,1035
2003,60-65,19,1017
2003,60-65,20,971
2003,60-65,21,1067
2003,60-65,22,1098
2003,60-65,23,1027
2003,60-65,24,987
2003,60-65,25,1034
2003,60-65,26,967
2003,60-65,27,1008
2003,60-65,28,1089
2003,60-65,29,1029
2003,60-65,30,1036
2003,60-65,31,1144
2003,60-65,32,1112
2003,60-65,33,989
2003,60-65,34,987
2003,60-65,35,972
2003,60-65,36,967
2003,60-65,37,998
2003,60-65,38,983
2003,60-65,39,1028
2003,60-65,40,1098
2003,60-65,41,1027
2003,60-65,42,1074
2003,60-65,43,1062
2003,60-65,44,1012
2003,60-65,45,968
2003,60-65,46,1029
2003,60-65,47,967
2003,60-65,48,1064
2003,60-65,49,1008
2003,60-65,50,1109
2003,60-65,51,1042
2003,60-65,52,X
2003,60-65,53,
2003,65-70,1,1593
2003,65-70,2,1480
2003,65-70,3,1456
2003,65-70,4,1486
2003,65-70,5,1546
2003,65-70,6,1467
2003,65-70,7,1605
2003,65-70,8,1719
2003,65-70,9,1625
2003,65-70,10,1599
2003,65-70,11,1588
2003,65-70,12,1578
2003,65-70,13,1486
2003,65-70,14,1437
2003,65-70,15,1501
2003,65-70,16,1459
2003,65-70,17,1332
2003,65-70,18,1422
2003,65-70,19,1386
2003,65-70,20,1383
2003,65-70,21,1412
2003,65-70,22,1482
2003,65-70,23,1364
2003,65-70,24,1325
2003,65-70,25,1345
2003,65-70,26,1366
2003,65-70,27,1393
2003,65-70,28,1413
2003,65-70,29,1405
2003,65-70,30,1358
2003,65-70,31,1575
2003,65-70,32,1481
2003,65-70,33,1364
2003,65-70,34,1352
2003,65-70,35,1436
2003,65-70,36,1352
2003,65-70,37,1371
2003,65-70,38,1373
2003,65-70,39,1324
2003,65-70,40,1368
2003,65-70,41,1405
2003,65-70,42,1433
2003,65-70,43,1470
2003,65-70,44,1399
2003,65-70,45,1444
2003,65-70,46,1387
2003,65-70,47,1379
2003,65-70,48,1360
2003,65-70,49,1504
2003,65-70,50,1502
2003,65-70,51,1558
2003,65-70,52,X
2003,65-70,53,
2003,70-75,1,1974
2003,70-75,2,1978
2003,70-75,3,1951
2003,70-75,4,1886
2003,70-75,5,1984
2003,70-75,6,2022
2003,70-75,7,2046
2003,70-75,8,2193
2003,70-75,9,2210
2003,70-75,10,2120
2003,70-75,11,2002
2003,70-75,12,1978
2003,70-75,13,1897
2003,70-75,14,1844
2003,70-75,15,1843
2003,70-75,16,1858
2003,70-75,17,1741
2003,70-75,18,1750
2003,70-75,19,1719
2003,70-75,20,1738
2003,70-75,21,1843
2003,70-75,22,1874
2003,70-75,23,1680
2003,70-75,24,1663
2003,70-75,25,1689
2003,70-75,26,1671
2003,70-75,27,1623
2003,70-75,28,1756
2003,70-75,29,1813
2003,70-75,30,1670
2003,70-75,31,1969
2003,70-75,32,2051
2003,70-75,33,1648
2003,70-75,34,1638
2003,70-75,35,1647
2003,70-75,36,1604
2003,70-75,37,1741
2003,70-75,38,1738
2003,70-75,39,1666
2003,70-75,40,1686
2003,70-75,41,1677
2003,70-75,42,1815
2003,70-75,43,1692
2003,70-75,44,1780
2003,70-75,45,1779
2003,70-75,46,1701
2003,70-75,47,1663
2003,70-75,48,1675
2003,70-75,49,1787
2003,70-75,50,1770
2003,70-75,51,1840
2003,70-75,52,X
2003,70-75,53,
2003,75-80,1,2513
2003,75-80,2,2635
2003,75-80,3,2479
2003,75-80,4,2518
2003,75-80,5,2421
2003,75-80,6,2462
2003,75-80,7,2741
2003,75-80,8,2878
2003,75-80,9,2867
2003,75-80,10,2670
2003,75-80,11,2593
2003,75-80,12,2556
2003,75-80,13,2491
2003,75-80,14,2406
2003,75-80,15,2323
2003,75-80,16,2314
2003,75-80,17,2263
2003,75-80,18,2245
2003,75-80,19,2199
2003,75-80,20,2264
2003,75-80,21,2192
2003,75-80,22,2361
2003,75-80,23,2140
2003,75-80,24,2127
2003,75-80,25,2192
2003,75-80,26,2151
2003,75-80,27,2208
2003,75-80,28,2323
2003,75-80,29,2325
2003,75-80,30,2121
2003,75-80,31,2650
2003,75-80,32,2724
2003,75-80,33,2066
2003,75-80,34,2120
2003,75-80,35,2124
2003,75-80,36,2170
2003,75-80,37,2292
2003,75-80,38,2214
2003,75-80,39,2213
2003,75-80,40,2192
2003,75-80,41,2267
2003,75-80,42,2376
2003,75-80,43,2392
2003,75-80,44,2271
2003,75-80,45,2385
2003,75-80,46,2245
2003,75-80,47,2298
2003,75-80,48,2263
2003,75-80,49,2332
2003,75-80,50,2404
2003,75-80,51,2447
2003,75-80,52,X
2003,75-80,53,
2003,80-85,1,3051
2003,80-85,2,2986
2003,80-85,3,2919
2003,80-85,4,2834
2003,80-85,5,2945
2003,80-85,6,2937
2003,80-85,7,3143
2003,80-85,8,3476
2003,80-85,9,3409
2003,80-85,10,3291
2003,80-85,11,3066
2003,80-85,12,2993
2003,80-85,13,2914
2003,80-85,14,2820
2003,80-85,15,2808
2003,80-85,16,2714
2003,80-85,17,2756
2003,80-85,18,2636
2003,80-85,19,2523
2003,80-85,20,2652
2003,80-85,21,2699
2003,80-85,22,2760
2003,80-85,23,2705
2003,80-85,24,2526
2003,80-85,25,2597
2003,80-85,26,2524
2003,80-85,27,2597
2003,80-85,28,2858
2003,80-85,29,2765
2003,80-85,30,2645
2003,80-85,31,3306
2003,80-85,32,3412
2003,80-85,33,2648
2003,80-85,34,2484
2003,80-85,35,2635
2003,80-85,36,2544
2003,80-85,37,2782
2003,80-85,38,2601
2003,80-85,39,2594
2003,80-85,40,2598
2003,80-85,41,2721
2003,80-85,42,2775
2003,80-85,43,2964
2003,80-85,44,2647
2003,80-85,45,2800
2003,80-85,46,2802
2003,80-85,47,2896
2003,80-85,48,2747
2003,80-85,49,2965
2003,80-85,50,2977
2003,80-85,51,3080
2003,80-85,52,X
2003,80-85,53,
2003,85-90,1,2716
2003,85-90,2,2561
2003,85-90,3,2609
2003,85-90,4,2541
2003,85-90,5,2507
2003,85-90,6,2423
2003,85-90,7,2679
2003,85-90,8,3008
2003,85-90,9,3008
2003,85-90,10,2781
2003,85-90,11,2591
2003,85-90,12,2483
2003,85-90,13,2311
2003,85-90,14,2225
2003,85-90,15,2267
2003,85-90,16,2178
2003,85-90,17,2102
2003,85-90,18,2107
2003,85-90,19,1922
2003,85-90,20,2041
2003,85-90,21,2026
2003,85-90,22,2157
2003,85-90,23,2041
2003,85-90,24,1873
2003,85-90,25,1962
2003,85-90,26,1972
2003,85-90,27,1905
2003,85-90,28,2132
2003,85-90,29,2098
2003,85-90,30,1956
2003,85-90,31,2453
2003,85-90,32,2613
2003,85-90,33,2020
2003,85-90,34,1926
2003,85-90,35,1847
2003,85-90,36,1920
2003,85-90,37,1899
2003,85-90,38,1897
2003,85-90,39,1862
2003,85-90,40,1915
2003,85-90,41,1971
2003,85-90,42,2062
2003,85-90,43,2117
2003,85-90,44,2012
2003,85-90,45,1913
2003,85-90,46,1954
2003,85-90,47,1863
2003,85-90,48,1913
2003,85-90,49,2118
2003,85-90,50,2012
2003,85-90,51,2154
2003,85-90,52,X
2003,85-90,53,
2003,90-95,1,2333
2003,90-95,2,2235
2003,90-95,3,2145
2003,90-95,4,2111
2003,90-95,5,2121
2003,90-95,6,2119
2003,90-95,7,2328
2003,90-95,8,2669
2003,90-95,9,2611
2003,90-95,10,2474
2003,90-95,11,2351
2003,90-95,12,2160
2003,90-95,13,1940
2003,90-95,14,1895
2003,90-95,15,1918
2003,90-95,16,1928
2003,90-95,17,1818
2003,90-95,18,1814
2003,90-95,19,1685
2003,90-95,20,1759
2003,90-95,21,1829
2003,90-95,22,1941
2003,90-95,23,1813
2003,90-95,24,1643
2003,90-95,25,1784
2003,90-95,26,1701
2003,90-95,27,1770
2003,90-95,28,1962
2003,90-95,29,1947
2003,90-95,30,1765
2003,90-95,31,2272
2003,90-95,32,2493
2003,90-95,33,1827
2003,90-95,34,1677
2003,90-95,35,1764
2003,90-95,36,1662
2003,90-95,37,1805
2003,90-95,38,1687
2003,90-95,39,1753
2003,90-95,40,1808
2003,90-95,41,1780
2003,90-95,42,1854
2003,90-95,43,1947
2003,90-95,44,1886
2003,90-95,45,1937
2003,90-95,46,1910
2003,90-95,47,1770
2003,90-95,48,1905
2003,90-95,49,1984
2003,90-95,50,2019
2003,90-95,51,2016
2003,90-95,52,X
2003,90-95,53,
2003,95,1,778
2003,95,2,750
2003,95,3,754
2003,95,4,713
2003,95,5,710
2003,95,6,716
2003,95,7,793
2003,95,8,936
2003,95,9,877
2003,95,10,852
2003,95,11,797
2003,95,12,793
2003,95,13,657
2003,95,14,650
2003,95,15,641
2003,95,16,635
2003,95,17,591
2003,95,18,609
2003,95,19,593
2003,95,20,550
2003,95,21,588
2003,95,22,635
2003,95,23,558
2003,95,24,542
2003,95,25,594
2003,95,26,528
2003,95,27,575
2003,95,28,610
2003,95,29,645
2003,95,30,575
2003,95,31,778
2003,95,32,825
2003,95,33,659
2003,95,34,541
2003,95,35,584
2003,95,36,589
2003,95,37,633
2003,95,38,574
2003,95,39,578
2003,95,40,579
2003,95,41,589
2003,95,42,629
2003,95,43,666
2003,95,44,618
2003,95,45,626
2003,95,46,656
2003,95,47,554
2003,95,48,645
2003,95,49,700
2003,95,50,668
2003,95,51,703
2003,95,52,X
2003,95,53,
2002,Insgesamt,1,17214
2002,Insgesamt,2,17054
2002,Insgesamt,3,17284
2002,Insgesamt,4,16514
2002,Insgesamt,5,16341
2002,Insgesamt,6,16182
2002,Insgesamt,7,16869
2002,Insgesamt,8,16791
2002,Insgesamt,9,17136
2002,Insgesamt,10,17145
2002,Insgesamt,11,16937
2002,Insgesamt,12,16709
2002,Insgesamt,13,17219
2002,Insgesamt,14,17155
2002,Insgesamt,15,16445
2002,Insgesamt,16,16382
2002,Insgesamt,17,15910
2002,Insgesamt,18,16037
2002,Insgesamt,19,15683
2002,Insgesamt,20,15296
2002,Insgesamt,21,14857
2002,Insgesamt,22,15708
2002,Insgesamt,23,15313
2002,Insgesamt,24,16588
2002,Insgesamt,25,14797
2002,Insgesamt,26,14938
2002,Insgesamt,27,15310
2002,Insgesamt,28,14692
2002,Insgesamt,29,14912
2002,Insgesamt,30,16118
2002,Insgesamt,31,14599
2002,Insgesamt,32,15129
2002,Insgesamt,33,15441
2002,Insgesamt,34,15089
2002,Insgesamt,35,14647
2002,Insgesamt,36,14769
2002,Insgesamt,37,14973
2002,Insgesamt,38,15467
2002,Insgesamt,39,15492
2002,Insgesamt,40,15840
2002,Insgesamt,41,16212
2002,Insgesamt,42,16491
2002,Insgesamt,43,15963
2002,Insgesamt,44,15979
2002,Insgesamt,45,16514
2002,Insgesamt,46,16328
2002,Insgesamt,47,16272
2002,Insgesamt,48,16600
2002,Insgesamt,49,17527
2002,Insgesamt,50,18239
2002,Insgesamt,51,18341
2002,Insgesamt,52,X
2002,Insgesamt,53,
2002,0-30,1,217
2002,0-30,2,242
2002,0-30,3,229
2002,0-30,4,221
2002,0-30,5,197
2002,0-30,6,219
2002,0-30,7,245
2002,0-30,8,236
2002,0-30,9,230
2002,0-30,10,210
2002,0-30,11,207
2002,0-30,12,232
2002,0-30,13,250
2002,0-30,14,226
2002,0-30,15,233
2002,0-30,16,247
2002,0-30,17,217
2002,0-30,18,240
2002,0-30,19,237
2002,0-30,20,217
2002,0-30,21,239
2002,0-30,22,247
2002,0-30,23,239
2002,0-30,24,235
2002,0-30,25,210
2002,0-30,26,240
2002,0-30,27,236
2002,0-30,28,265
2002,0-30,29,226
2002,0-30,30,236
2002,0-30,31,214
2002,0-30,32,248
2002,0-30,33,201
2002,0-30,34,201
2002,0-30,35,234
2002,0-30,36,210
2002,0-30,37,216
2002,0-30,38,206
2002,0-30,39,218
2002,0-30,40,197
2002,0-30,41,210
2002,0-30,42,212
2002,0-30,43,227
2002,0-30,44,220
2002,0-30,45,248
2002,0-30,46,203
2002,0-30,47,221
2002,0-30,48,197
2002,0-30,49,231
2002,0-30,50,221
2002,0-30,51,207
2002,0-30,52,X
2002,0-30,53,
2002,30-35,1,75
2002,30-35,2,72
2002,30-35,3,71
2002,30-35,4,86
2002,30-35,5,71
2002,30-35,6,86
2002,30-35,7,66
2002,30-35,8,86
2002,30-35,9,73
2002,30-35,10,80
2002,30-35,11,67
2002,30-35,12,70
2002,30-35,13,69
2002,30-35,14,78
2002,30-35,15,84
2002,30-35,16,75
2002,30-35,17,81
2002,30-35,18,89
2002,30-35,19,70
2002,30-35,20,88
2002,30-35,21,89
2002,30-35,22,77
2002,30-35,23,68
2002,30-35,24,87
2002,30-35,25,67
2002,30-35,26,76
2002,30-35,27,60
2002,30-35,28,78
2002,30-35,29,69
2002,30-35,30,90
2002,30-35,31,54
2002,30-35,32,67
2002,30-35,33,76
2002,30-35,34,77
2002,30-35,35,79
2002,30-35,36,64
2002,30-35,37,79
2002,30-35,38,87
2002,30-35,39,83
2002,30-35,40,79
2002,30-35,41,87
2002,30-35,42,77
2002,30-35,43,67
2002,30-35,44,74
2002,30-35,45,87
2002,30-35,46,84
2002,30-35,47,87
2002,30-35,48,67
2002,30-35,49,56
2002,30-35,50,67
2002,30-35,51,66
2002,30-35,52,X
2002,30-35,53,
2002,35-40,1,140
2002,35-40,2,134
2002,35-40,3,138
2002,35-40,4,145
2002,35-40,5,125
2002,35-40,6,139
2002,35-40,7,140
2002,35-40,8,122
2002,35-40,9,161
2002,35-40,10,156
2002,35-40,11,146
2002,35-40,12,133
2002,35-40,13,141
2002,35-40,14,138
2002,35-40,15,137
2002,35-40,16,153
2002,35-40,17,139
2002,35-40,18,153
2002,35-40,19,135
2002,35-40,20,156
2002,35-40,21,124
2002,35-40,22,137
2002,35-40,23,145
2002,35-40,24,140
2002,35-40,25,126
2002,35-40,26,135
2002,35-40,27,151
2002,35-40,28,123
2002,35-40,29,119
2002,35-40,30,123
2002,35-40,31,152
2002,35-40,32,118
2002,35-40,33,134
2002,35-40,34,139
2002,35-40,35,134
2002,35-40,36,134
2002,35-40,37,147
2002,35-40,38,156
2002,35-40,39,147
2002,35-40,40,156
2002,35-40,41,129
2002,35-40,42,128
2002,35-40,43,133
2002,35-40,44,157
2002,35-40,45,140
2002,35-40,46,145
2002,35-40,47,133
2002,35-40,48,131
2002,35-40,49,137
2002,35-40,50,133
2002,35-40,51,134
2002,35-40,52,X
2002,35-40,53,
2002,40-45,1,239
2002,40-45,2,223
2002,40-45,3,217
2002,40-45,4,228
2002,40-45,5,244
2002,40-45,6,218
2002,40-45,7,240
2002,40-45,8,230
2002,40-45,9,245
2002,40-45,10,235
2002,40-45,11,187
2002,40-45,12,212
2002,40-45,13,229
2002,40-45,14,227
2002,40-45,15,204
2002,40-45,16,238
2002,40-45,17,247
2002,40-45,18,218
2002,40-45,19,198
2002,40-45,20,197
2002,40-45,21,204
2002,40-45,22,225
2002,40-45,23,222
2002,40-45,24,254
2002,40-45,25,187
2002,40-45,26,198
2002,40-45,27,245
2002,40-45,28,222
2002,40-45,29,233
2002,40-45,30,222
2002,40-45,31,208
2002,40-45,32,233
2002,40-45,33,229
2002,40-45,34,231
2002,40-45,35,240
2002,40-45,36,232
2002,40-45,37,212
2002,40-45,38,198
2002,40-45,39,210
2002,40-45,40,226
2002,40-45,41,208
2002,40-45,42,231
2002,40-45,43,196
2002,40-45,44,225
2002,40-45,45,227
2002,40-45,46,243
2002,40-45,47,231
2002,40-45,48,226
2002,40-45,49,214
2002,40-45,50,243
2002,40-45,51,233
2002,40-45,52,X
2002,40-45,53,
2002,45-50,1,362
2002,45-50,2,362
2002,45-50,3,329
2002,45-50,4,350
2002,45-50,5,309
2002,45-50,6,354
2002,45-50,7,347
2002,45-50,8,358
2002,45-50,9,325
2002,45-50,10,341
2002,45-50,11,370
2002,45-50,12,323
2002,45-50,13,376
2002,45-50,14,368
2002,45-50,15,318
2002,45-50,16,312
2002,45-50,17,294
2002,45-50,18,363
2002,45-50,19,319
2002,45-50,20,310
2002,45-50,21,309
2002,45-50,22,335
2002,45-50,23,313
2002,45-50,24,352
2002,45-50,25,329
2002,45-50,26,323
2002,45-50,27,308
2002,45-50,28,325
2002,45-50,29,323
2002,45-50,30,343
2002,45-50,31,331
2002,45-50,32,337
2002,45-50,33,341
2002,45-50,34,306
2002,45-50,35,311
2002,45-50,36,298
2002,45-50,37,325
2002,45-50,38,317
2002,45-50,39,304
2002,45-50,40,334
2002,45-50,41,327
2002,45-50,42,355
2002,45-50,43,302
2002,45-50,44,333
2002,45-50,45,323
2002,45-50,46,323
2002,45-50,47,321
2002,45-50,48,336
2002,45-50,49,348
2002,45-50,50,347
2002,45-50,51,318
2002,45-50,52,X
2002,45-50,53,
2002,50-55,1,435
2002,50-55,2,470
2002,50-55,3,475
2002,50-55,4,457
2002,50-55,5,446
2002,50-55,6,427
2002,50-55,7,505
2002,50-55,8,453
2002,50-55,9,476
2002,50-55,10,497
2002,50-55,11,472
2002,50-55,12,471
2002,50-55,13,467
2002,50-55,14,486
2002,50-55,15,431
2002,50-55,16,457
2002,50-55,17,453
2002,50-55,18,440
2002,50-55,19,440
2002,50-55,20,464
2002,50-55,21,449
2002,50-55,22,421
2002,50-55,23,454
2002,50-55,24,444
2002,50-55,25,414
2002,50-55,26,467
2002,50-55,27,471
2002,50-55,28,399
2002,50-55,29,410
2002,50-55,30,451
2002,50-55,31,431
2002,50-55,32,435
2002,50-55,33,444
2002,50-55,34,440
2002,50-55,35,427
2002,50-55,36,435
2002,50-55,37,426
2002,50-55,38,469
2002,50-55,39,443
2002,50-55,40,451
2002,50-55,41,492
2002,50-55,42,491
2002,50-55,43,451
2002,50-55,44,491
2002,50-55,45,488
2002,50-55,46,478
2002,50-55,47,468
2002,50-55,48,465
2002,50-55,49,465
2002,50-55,50,460
2002,50-55,51,492
2002,50-55,52,X
2002,50-55,53,
2002,55-60,1,571
2002,55-60,2,623
2002,55-60,3,623
2002,55-60,4,565
2002,55-60,5,590
2002,55-60,6,594
2002,55-60,7,582
2002,55-60,8,591
2002,55-60,9,605
2002,55-60,10,574
2002,55-60,11,582
2002,55-60,12,578
2002,55-60,13,609
2002,55-60,14,607
2002,55-60,15,571
2002,55-60,16,582
2002,55-60,17,571
2002,55-60,18,581
2002,55-60,19,606
2002,55-60,20,585
2002,55-60,21,584
2002,55-60,22,585
2002,55-60,23,582
2002,55-60,24,628
2002,55-60,25,553
2002,55-60,26,560
2002,55-60,27,553
2002,55-60,28,527
2002,55-60,29,551
2002,55-60,30,555
2002,55-60,31,587
2002,55-60,32,593
2002,55-60,33,568
2002,55-60,34,544
2002,55-60,35,562
2002,55-60,36,506
2002,55-60,37,575
2002,55-60,38,574
2002,55-60,39,549
2002,55-60,40,588
2002,55-60,41,549
2002,55-60,42,572
2002,55-60,43,585
2002,55-60,44,585
2002,55-60,45,622
2002,55-60,46,606
2002,55-60,47,537
2002,55-60,48,589
2002,55-60,49,627
2002,55-60,50,623
2002,55-60,51,619
2002,55-60,52,X
2002,55-60,53,
2002,60-65,1,1199
2002,60-65,2,1184
2002,60-65,3,1185
2002,60-65,4,1119
2002,60-65,5,1121
2002,60-65,6,1116
2002,60-65,7,1154
2002,60-65,8,1152
2002,60-65,9,1136
2002,60-65,10,1228
2002,60-65,11,1139
2002,60-65,12,1095
2002,60-65,13,1221
2002,60-65,14,1153
2002,60-65,15,1132
2002,60-65,16,1054
2002,60-65,17,1092
2002,60-65,18,1174
2002,60-65,19,1081
2002,60-65,20,1044
2002,60-65,21,1046
2002,60-65,22,1136
2002,60-65,23,1095
2002,60-65,24,1089
2002,60-65,25,1061
2002,60-65,26,1071
2002,60-65,27,1059
2002,60-65,28,989
2002,60-65,29,1069
2002,60-65,30,1111
2002,60-65,31,1043
2002,60-65,32,1145
2002,60-65,33,1070
2002,60-65,34,1098
2002,60-65,35,1023
2002,60-65,36,1039
2002,60-65,37,996
2002,60-65,38,1089
2002,60-65,39,1060
2002,60-65,40,1090
2002,60-65,41,1075
2002,60-65,42,1042
2002,60-65,43,1102
2002,60-65,44,1073
2002,60-65,45,1144
2002,60-65,46,1067
2002,60-65,47,1078
2002,60-65,48,1090
2002,60-65,49,1149
2002,60-65,50,1176
2002,60-65,51,1155
2002,60-65,52,X
2002,60-65,53,
2002,65-70,1,1418
2002,65-70,2,1433
2002,65-70,3,1360
2002,65-70,4,1421
2002,65-70,5,1377
2002,65-70,6,1451
2002,65-70,7,1409
2002,65-70,8,1439
2002,65-70,9,1456
2002,65-70,10,1417
2002,65-70,11,1366
2002,65-70,12,1448
2002,65-70,13,1404
2002,65-70,14,1469
2002,65-70,15,1428
2002,65-70,16,1413
2002,65-70,17,1365
2002,65-70,18,1452
2002,65-70,19,1348
2002,65-70,20,1356
2002,65-70,21,1271
2002,65-70,22,1318
2002,65-70,23,1386
2002,65-70,24,1399
2002,65-70,25,1331
2002,65-70,26,1364
2002,65-70,27,1352
2002,65-70,28,1293
2002,65-70,29,1323
2002,65-70,30,1431
2002,65-70,31,1311
2002,65-70,32,1347
2002,65-70,33,1327
2002,65-70,34,1282
2002,65-70,35,1290
2002,65-70,36,1353
2002,65-70,37,1297
2002,65-70,38,1364
2002,65-70,39,1325
2002,65-70,40,1368
2002,65-70,41,1374
2002,65-70,42,1437
2002,65-70,43,1367
2002,65-70,44,1379
2002,65-70,45,1402
2002,65-70,46,1445
2002,65-70,47,1373
2002,65-70,48,1394
2002,65-70,49,1475
2002,65-70,50,1479
2002,65-70,51,1483
2002,65-70,52,X
2002,65-70,53,
2002,70-75,1,1990
2002,70-75,2,1985
2002,70-75,3,1973
2002,70-75,4,1877
2002,70-75,5,1860
2002,70-75,6,1871
2002,70-75,7,1920
2002,70-75,8,1882
2002,70-75,9,2014
2002,70-75,10,1981
2002,70-75,11,1954
2002,70-75,12,1949
2002,70-75,13,1973
2002,70-75,14,1979
2002,70-75,15,1899
2002,70-75,16,1953
2002,70-75,17,1830
2002,70-75,18,1881
2002,70-75,19,1809
2002,70-75,20,1760
2002,70-75,21,1718
2002,70-75,22,1866
2002,70-75,23,1717
2002,70-75,24,1876
2002,70-75,25,1663
2002,70-75,26,1760
2002,70-75,27,1814
2002,70-75,28,1716
2002,70-75,29,1770
2002,70-75,30,1895
2002,70-75,31,1681
2002,70-75,32,1671
2002,70-75,33,1814
2002,70-75,34,1719
2002,70-75,35,1675
2002,70-75,36,1693
2002,70-75,37,1764
2002,70-75,38,1798
2002,70-75,39,1782
2002,70-75,40,1830
2002,70-75,41,1897
2002,70-75,42,1874
2002,70-75,43,1817
2002,70-75,44,1810
2002,70-75,45,1819
2002,70-75,46,1897
2002,70-75,47,1797
2002,70-75,48,1894
2002,70-75,49,1925
2002,70-75,50,2015
2002,70-75,51,2002
2002,70-75,52,X
2002,70-75,53,
2002,75-80,1,2462
2002,75-80,2,2425
2002,75-80,3,2430
2002,75-80,4,2366
2002,75-80,5,2375
2002,75-80,6,2323
2002,75-80,7,2508
2002,75-80,8,2401
2002,75-80,9,2506
2002,75-80,10,2489
2002,75-80,11,2454
2002,75-80,12,2531
2002,75-80,13,2431
2002,75-80,14,2487
2002,75-80,15,2377
2002,75-80,16,2354
2002,75-80,17,2320
2002,75-80,18,2200
2002,75-80,19,2243
2002,75-80,20,2112
2002,75-80,21,2165
2002,75-80,22,2283
2002,75-80,23,2159
2002,75-80,24,2469
2002,75-80,25,2192
2002,75-80,26,2133
2002,75-80,27,2232
2002,75-80,28,2060
